a;b;c;result
37;30;113;둔각
13;166;1;둔각
80;93;7;둔각
17;127;36;둔각
18;109;53;둔각
106;50;24;둔각
10;58;112;둔각
79;56;45;예각
32;62;86;예각
79;27;74;예각
78;17;85;예각
26;68;86;예각
98;71;11;둔각
156;13;11;둔각
10;94;76;둔각
30;81;69;예각
29;101;50;둔각
73;99;8;둔각
92;86;2;둔각
95;82;3;둔각
40;85;55;예각
19;68;93;둔각
79;74;27;예각
117;8;55;둔각
119;9;52;둔각
107;31;42;둔각
69;2;109;둔각
11;116;53;둔각
56;50;74;예각
78;56;46;예각
110;41;29;둔각
122;14;44;둔각
87;65;28;예각
17;123;40;둔각
24;132;24;둔각
11;74;95;둔각
32;84;64;예각
49;28;103;둔각
31;12;137;둔각
124;4;52;둔각
114;28;38;둔각
44;23;113;둔각
26;82;72;예각
23;156;1;둔각
82;12;86;예각
37;128;15;둔각
41;81;58;예각
68;39;73;예각
136;12;32;둔각
3;49;128;둔각
39;102;39;둔각
48;1;131;둔각
40;92;48;둔각
105;7;68;둔각
76;38;66;예각
14;97;69;둔각
31;83;66;예각
76;16;88;예각
55;113;12;둔각
12;91;77;둔각
86;31;63;예각
11;62;107;둔각
49;71;60;예각
121;13;46;둔각
13;29;138;둔각
40;77;63;예각
78;86;16;예각
14;51;115;둔각
81;66;33;예각
21;92;67;둔각
142;15;23;둔각
59;2;119;둔각
89;49;42;예각
16;19;145;둔각
136;26;18;둔각
93;3;84;둔각
33;31;116;둔각
88;71;21;예각
98;52;30;둔각
28;60;92;둔각
83;91;6;둔각
3;44;133;둔각
72;105;3;둔각
144;24;12;둔각
43;104;33;둔각
80;35;65;예각
83;42;55;예각
84;10;86;예각
140;27;13;둔각
31;38;111;둔각
37;94;49;둔각
61;83;36;예각
160;12;8;둔각
149;3;28;둔각
30;125;25;둔각
115;11;54;둔각
9;17;154;둔각
38;69;73;예각
145;20;15;둔각
16;98;66;둔각
12;52;116;둔각
66;72;42;예각
137;14;29;둔각
35;91;54;둔각
5;38;137;둔각
120;6;54;둔각
16;106;58;둔각
63;66;51;예각
1;144;35;둔각
16;49;115;둔각
65;103;12;둔각
10;28;142;둔각
112;2;66;둔각
117;1;62;둔각
14;156;10;둔각
151;2;27;둔각
15;58;107;둔각
12;84;84;예각
59;22;99;둔각
64;18;98;둔각
23;143;14;둔각
21;106;53;둔각
49;83;48;예각
133;34;13;둔각
25;99;56;둔각
15;66;99;둔각
36;19;125;둔각
89;40;51;예각
131;29;20;둔각
106;3;71;둔각
86;17;77;예각
90;62;28;직각
41;93;46;둔각
6;172;2;둔각
40;22;118;둔각
36;120;24;둔각
88;70;22;예각
42;74;64;예각
46;78;56;예각
2;4;174;둔각
73;100;7;둔각
113;40;27;둔각
26;56;98;둔각
46;97;37;둔각
45;116;19;둔각
15;150;15;둔각
4;53;123;둔각
138;27;15;둔각
15;49;116;둔각
64;90;26;직각
13;96;71;둔각
33;145;2;둔각
144;18;18;둔각
119;39;22;둔각
74;93;13;둔각
6;55;119;둔각
35;64;81;예각
73;29;78;예각
10;86;84;예각
9;20;151;둔각
175;1;4;둔각
2;136;42;둔각
11;66;103;둔각
120;24;36;둔각
113;48;19;둔각
5;168;7;둔각
119;17;44;둔각
37;43;100;둔각
20;68;92;둔각
100;50;30;둔각
152;21;7;둔각
14;54;112;둔각
58;8;114;둔각
97;57;26;둔각
25;12;143;둔각
58;98;24;둔각
86;32;62;예각
115;35;30;둔각
158;18;4;둔각
31;142;7;둔각
6;101;73;둔각
108;62;10;둔각
9;131;40;둔각
78;58;44;예각
70;85;25;예각
24;75;81;예각
66;108;6;둔각
36;47;97;둔각
46;63;71;예각
54;113;13;둔각
73;66;41;예각
49;106;25;둔각
160;18;2;둔각
100;54;26;둔각
2;151;27;둔각
157;6;17;둔각
103;9;68;둔각
93;20;67;둔각
34;99;47;둔각
134;10;36;둔각
7;124;49;둔각
5;27;148;둔각
98;45;37;둔각
11;159;10;둔각
83;53;44;예각
79;6;95;둔각
25;11;144;둔각
30;127;23;둔각
36;32;112;둔각
63;26;91;둔각
56;93;31;둔각
63;70;47;예각
56;62;62;예각
118;31;31;둔각
98;50;32;둔각
166;11;3;둔각
93;69;18;둔각
11;34;135;둔각
71;32;77;예각
11;101;68;둔각
41;71;68;예각
8;94;78;둔각
37;64;79;예각
9;82;89;예각
140;26;14;둔각
92;27;61;둔각
147;3;30;둔각
81;53;46;예각
66;47;67;예각
3;9;168;둔각
23;27;130;둔각
36;110;34;둔각
33;17;130;둔각
77;97;6;둔각
56;118;6;둔각
5;9;166;둔각
32;3;145;둔각
88;13;79;예각
76;79;25;예각
42;91;47;둔각
19;34;127;둔각
38;32;110;둔각
2;155;23;둔각
19;95;66;둔각
81;78;21;예각
17;82;81;예각
79;93;8;둔각
87;44;49;예각
152;10;18;둔각
25;89;66;예각
42;18;120;둔각
82;5;93;둔각
96;73;11;둔각
112;44;24;둔각
28;99;53;둔각
31;148;1;둔각
31;138;11;둔각
47;131;2;둔각
97;5;78;둔각
16;44;120;둔각
58;78;44;예각
116;18;46;둔각
48;25;107;둔각
33;139;8;둔각
21;39;120;둔각
58;41;81;예각
122;18;40;둔각
63;14;103;둔각
71;90;19;직각
7;15;158;둔각
111;49;20;둔각
52;9;119;둔각
55;21;104;둔각
134;7;39;둔각
28;51;101;둔각
150;9;21;둔각
12;81;87;예각
135;32;13;둔각
7;126;47;둔각
93;35;52;둔각
33;55;92;둔각
110;21;49;둔각
7;111;62;둔각
86;2;92;둔각
67;79;34;예각
73;9;98;둔각
68;11;101;둔각
27;116;37;둔각
134;36;10;둔각
42;99;39;둔각
77;59;44;예각
20;78;82;예각
20;3;157;둔각
15;105;60;둔각
10;100;70;둔각
58;110;12;둔각
21;116;43;둔각
48;115;17;둔각
153;16;11;둔각
7;99;74;둔각
111;34;35;둔각
2;91;87;둔각
77;85;18;예각
98;16;66;둔각
109;67;4;둔각
16;117;47;둔각
27;43;110;둔각
101;48;31;둔각
53;44;83;예각
46;58;76;예각
90;35;55;직각
128;44;8;둔각
5;65;110;둔각
119;54;7;둔각
112;35;33;둔각
135;5;40;둔각
65;97;18;둔각
86;63;31;예각
11;96;73;둔각
76;68;36;예각
28;89;63;예각
78;84;18;예각
126;37;17;둔각
17;134;29;둔각
112;50;18;둔각
114;63;3;둔각
14;116;50;둔각
144;15;21;둔각
91;72;17;둔각
24;105;51;둔각
52;97;31;둔각
34;22;124;둔각
27;73;80;예각
163;12;5;둔각
171;1;8;둔각
64;52;64;예각
13;84;83;예각
151;24;5;둔각
13;116;51;둔각
90;59;31;직각
72;40;68;예각
16;78;86;예각
119;8;53;둔각
74;25;81;예각
49;62;69;예각
83;75;22;예각
19;160;1;둔각
36;117;27;둔각
45;53;82;예각
87;26;67;예각
2;43;135;둔각
5;136;39;둔각
8;41;131;둔각
70;88;22;예각
29;133;18;둔각
4;132;44;둔각
36;33;111;둔각
101;51;28;둔각
19;156;5;둔각
39;32;109;둔각
35;13;132;둔각
40;87;53;예각
82;11;87;예각
43;96;41;둔각
45;42;93;둔각
34;19;127;둔각
53;97;30;둔각
2;121;57;둔각
36;102;42;둔각
77;93;10;둔각
43;33;104;둔각
29;122;29;둔각
32;70;78;예각
88;74;18;예각
87;52;41;예각
43;58;79;예각
6;151;23;둔각
22;31;127;둔각
23;101;56;둔각
43;60;77;예각
71;6;103;둔각
156;18;6;둔각
108;46;26;둔각
86;10;84;예각
44;62;74;예각
79;35;66;예각
61;84;35;예각
64;85;31;예각
36;82;62;예각
48;93;39;둔각
90;22;68;직각
1;5;174;둔각
34;143;3;둔각
86;39;55;예각
114;15;51;둔각
36;138;6;둔각
51;89;40;예각
32;37;111;둔각
8;43;129;둔각
37;87;56;예각
41;128;11;둔각
18;112;50;둔각
4;27;149;둔각
13;85;82;예각
55;104;21;둔각
34;30;116;둔각
3;118;59;둔각
96;11;73;둔각
17;21;142;둔각
22;60;98;둔각
93;59;28;둔각
60;100;20;둔각
2;106;72;둔각
157;18;5;둔각
27;152;1;둔각
67;95;18;둔각
14;102;64;둔각
66;102;12;둔각
108;42;30;둔각
15;88;77;예각
74;40;66;예각
61;9;110;둔각
10;108;62;둔각
21;60;99;둔각
94;50;36;둔각
159;19;2;둔각
17;7;156;둔각
4;99;77;둔각
147;7;26;둔각
97;2;81;둔각
94;53;33;둔각
40;100;40;둔각
40;112;28;둔각
14;92;74;둔각
115;62;3;둔각
81;71;28;예각
72;81;27;예각
51;33;96;둔각
78;82;20;예각
18;145;17;둔각
110;54;16;둔각
60;64;56;예각
81;93;6;둔각
65;33;82;예각
45;65;70;예각
75;92;13;둔각
76;30;74;예각
95;26;59;둔각
12;40;128;둔각
61;55;64;예각
18;45;117;둔각
103;37;40;둔각
30;36;114;둔각
1;36;143;둔각
71;60;49;예각
152;24;4;둔각
118;32;30;둔각
80;71;29;예각
8;82;90;직각
68;49;63;예각
61;21;98;둔각
74;92;14;둔각
22;73;85;예각
47;31;102;둔각
15;122;43;둔각
107;50;23;둔각
67;111;2;둔각
91;57;32;둔각
6;140;34;둔각
94;34;52;둔각
22;1;157;둔각
75;27;78;예각
43;1;136;둔각
43;46;91;둔각
78;52;50;예각
128;20;32;둔각
3;46;131;둔각
138;11;31;둔각
74;10;96;둔각
20;127;33;둔각
90;42;48;직각
111;27;42;둔각
46;33;101;둔각
14;89;77;예각
162;16;2;둔각
79;73;28;예각
69;12;99;둔각
52;84;44;예각
77;49;54;예각
132;21;27;둔각
62;4;114;둔각
42;79;59;예각
88;34;58;예각
80;25;75;예각
75;103;2;둔각
35;104;41;둔각
49;128;3;둔각
6;83;91;둔각
57;15;108;둔각
148;18;14;둔각
102;53;25;둔각
65;39;76;예각
58;65;57;예각
130;2;48;둔각
123;26;31;둔각
80;42;58;예각
69;76;35;예각
79;29;72;예각
81;89;10;예각
127;11;42;둔각
45;7;128;둔각
27;113;40;둔각
17;90;73;직각
9;88;83;예각
4;128;48;둔각
125;2;53;둔각
87;59;34;예각
40;15;125;둔각
71;56;53;예각
18;108;54;둔각
55;85;40;예각
61;11;108;둔각
29;54;97;둔각
65;7;108;둔각
94;29;57;둔각
166;2;12;둔각
33;47;100;둔각
96;32;52;둔각
57;107;16;둔각
14;72;94;둔각
169;1;10;둔각
38;100;42;둔각
22;101;57;둔각
24;46;110;둔각
69;1;110;둔각
125;22;33;둔각
83;69;28;예각
7;28;145;둔각
23;46;111;둔각
57;109;14;둔각
66;19;95;둔각
45;120;15;둔각
73;106;1;둔각
93;28;59;둔각
1;89;90;직각
101;57;22;둔각
26;151;3;둔각
147;10;23;둔각
144;4;32;둔각
120;5;55;둔각
13;130;37;둔각
19;99;62;둔각
26;18;136;둔각
102;44;34;둔각
51;23;106;둔각
3;56;121;둔각
58;63;59;예각
57;81;42;예각
96;41;43;둔각
60;106;14;둔각
41;38;101;둔각
52;13;115;둔각
93;39;48;둔각
43;16;121;둔각
51;120;9;둔각
66;44;70;예각
116;11;53;둔각
166;9;5;둔각
42;90;48;직각
28;141;11;둔각
36;4;140;둔각
3;109;68;둔각
3;145;32;둔각
59;87;34;예각
69;60;51;예각
59;116;5;둔각
16;152;12;둔각
21;68;91;둔각
66;90;24;직각
117;54;9;둔각
12;15;153;둔각
5;70;105;둔각
139;16;25;둔각
2;152;26;둔각
113;5;62;둔각
61;6;113;둔각
86;5;89;예각
77;60;43;예각
81;22;77;예각
110;65;5;둔각
88;58;34;예각
64;111;5;둔각
7;170;3;둔각
26;78;76;예각
133;17;30;둔각
58;95;27;둔각
7;40;133;둔각
61;117;2;둔각
30;126;24;둔각
19;46;115;둔각
40;113;27;둔각
19;33;128;둔각
30;62;88;예각
71;42;67;예각
52;90;38;직각
115;45;20;둔각
80;30;70;예각
113;25;42;둔각
108;12;60;둔각
82;47;51;예각
32;11;137;둔각
64;23;93;둔각
15;133;32;둔각
84;64;32;예각
35;107;38;둔각
47;72;61;예각
61;43;76;예각
81;76;23;예각
78;49;53;예각
128;49;3;둔각
33;40;107;둔각
16;40;124;둔각
3;19;158;둔각
1;72;107;둔각
24;124;32;둔각
135;19;26;둔각
10;62;108;둔각
14;63;103;둔각
2;14;164;둔각
46;57;77;예각
50;119;11;둔각
59;68;53;예각
82;70;28;예각
42;44;94;둔각
13;120;47;둔각
97;38;45;둔각
98;23;59;둔각
114;32;34;둔각
132;6;42;둔각
82;10;88;예각
67;25;88;예각
23;96;61;둔각
80;37;63;예각
31;131;18;둔각
54;19;107;둔각
35;57;88;예각
108;50;22;둔각
38;10;132;둔각
30;76;74;예각
52;41;87;예각
13;13;154;둔각
9;29;142;둔각
1;123;56;둔각
37;11;132;둔각
83;60;37;예각
146;13;21;둔각
49;125;6;둔각
27;101;52;둔각
3;80;97;둔각
74;98;8;둔각
91;5;84;둔각
95;53;32;둔각
33;144;3;둔각
42;56;82;예각
5;42;133;둔각
33;110;37;둔각
10;167;3;둔각
72;73;35;예각
35;135;10;둔각
10;65;105;둔각
86;47;47;예각
18;54;108;둔각
148;15;17;둔각
109;29;42;둔각
14;148;18;둔각
46;20;114;둔각
22;69;89;예각
168;2;10;둔각
86;55;39;예각
141;27;12;둔각
117;36;27;둔각
95;50;35;둔각
54;97;29;둔각
77;45;58;예각
78;94;8;둔각
34;47;99;둔각
65;106;9;둔각
48;131;1;둔각
57;5;118;둔각
4;46;130;둔각
30;60;90;직각
23;154;3;둔각
98;6;76;둔각
6;95;79;둔각
39;86;55;예각
43;9;128;둔각
6;119;55;둔각
73;62;45;예각
67;4;109;둔각
35;55;90;직각
4;20;156;둔각
71;37;72;예각
25;116;39;둔각
79;23;78;예각
106;8;66;둔각
6;47;127;둔각
29;108;43;둔각
57;98;25;둔각
78;83;19;예각
112;52;16;둔각
12;9;159;둔각
138;18;24;둔각
57;92;31;둔각
4;26;150;둔각
64;72;44;예각
107;47;26;둔각
61;97;22;둔각
56;105;19;둔각
37;71;72;예각
95;25;60;둔각
137;30;13;둔각
104;38;38;둔각
12;112;56;둔각
60;17;103;둔각
2;6;172;둔각
32;53;95;둔각
144;31;5;둔각
90;70;20;직각
78;31;71;예각
59;85;36;예각
27;57;96;둔각
8;137;35;둔각
48;96;36;둔각
52;34;94;둔각
79;87;14;예각
122;6;52;둔각
18;82;80;예각
82;72;26;예각
37;106;37;둔각
102;54;24;둔각
36;111;33;둔각
96;59;25;둔각
92;56;32;둔각
45;66;69;예각
56;121;3;둔각
15;125;40;둔각
115;1;64;둔각
9;44;127;둔각
73;77;30;예각
56;72;52;예각
24;84;72;예각
2;59;119;둔각
34;24;122;둔각
52;12;116;둔각
37;132;11;둔각
19;74;87;예각
5;105;70;둔각
91;71;18;둔각
27;19;134;둔각
30;142;8;둔각
132;38;10;둔각
40;35;105;둔각
31;99;50;둔각
117;26;37;둔각
33;91;56;둔각
106;52;22;둔각
92;42;46;둔각
90;33;57;직각
122;15;43;둔각
86;8;86;예각
43;36;101;둔각
83;7;90;직각
22;63;95;둔각
13;71;96;둔각
68;76;36;예각
30;147;3;둔각
21;95;64;둔각
40;25;115;둔각
58;27;95;둔각
76;39;65;예각
37;83;60;예각
87;79;14;예각
129;25;26;둔각
32;44;104;둔각
113;1;66;둔각
23;62;95;둔각
63;65;52;예각
21;138;21;둔각
60;101;19;둔각
77;14;89;예각
26;53;101;둔각
36;87;57;예각
72;10;98;둔각
97;65;18;둔각
21;23;136;둔각
34;36;110;둔각
104;37;39;둔각
26;64;90;직각
87;91;2;둔각
131;26;23;둔각
1;102;77;둔각
34;132;14;둔각
8;45;127;둔각
64;37;79;예각
19;158;3;둔각
96;83;1;둔각
28;79;73;예각
3;134;43;둔각
5;130;45;둔각
132;4;44;둔각
14;41;125;둔각
37;29;114;둔각
70;98;12;둔각
56;3;121;둔각
15;123;42;둔각
25;93;62;둔각
36;53;91;둔각
59;72;49;예각
93;64;23;둔각
9;33;138;둔각
86;78;16;예각
67;69;44;예각
95;67;18;둔각
60;42;78;예각
59;100;21;둔각
14;95;71;둔각
171;8;1;둔각
69;65;46;예각
72;30;78;예각
119;23;38;둔각
75;23;82;예각
20;76;84;예각
34;101;45;둔각
22;89;69;예각
28;9;143;둔각
31;63;86;예각
40;47;93;둔각
116;14;50;둔각
111;3;66;둔각
2;44;134;둔각
158;11;11;둔각
74;36;70;예각
19;106;55;둔각
47;103;30;둔각
59;79;42;예각
117;29;34;둔각
167;3;10;둔각
107;12;61;둔각
24;131;25;둔각
107;30;43;둔각
67;59;54;예각
5;151;24;둔각
81;31;68;예각
36;131;13;둔각
17;56;107;둔각
19;126;35;둔각
51;95;34;둔각
19;110;51;둔각
106;11;63;둔각
83;17;80;예각
38;61;81;예각
49;115;16;둔각
14;61;105;둔각
21;81;78;예각
138;29;13;둔각
43;114;23;둔각
37;24;119;둔각
69;104;7;둔각
113;61;6;둔각
55;76;49;예각
38;103;39;둔각
142;22;16;둔각
50;102;28;둔각
38;118;24;둔각
1;142;37;둔각
45;40;95;둔각
51;8;121;둔각
11;110;59;둔각
25;18;137;둔각
36;16;128;둔각
32;101;47;둔각
107;27;46;둔각
11;93;76;둔각
3;66;111;둔각
162;12;6;둔각
24;55;101;둔각
58;90;32;직각
125;29;26;둔각
53;122;5;둔각
111;47;22;둔각
20;136;24;둔각
54;52;74;예각
63;103;14;둔각
47;47;86;예각
8;153;19;둔각
39;38;103;둔각
24;60;96;둔각
167;12;1;둔각
6;102;72;둔각
106;34;40;둔각
10;159;11;둔각
49;111;20;둔각
114;30;36;둔각
38;108;34;둔각
12;94;74;둔각
7;71;102;둔각
48;29;103;둔각
117;33;30;둔각
81;42;57;예각
4;126;50;둔각
2;83;95;둔각
75;91;14;둔각
31;116;33;둔각
50;53;77;예각
37;126;17;둔각
20;138;22;둔각
40;124;16;둔각
6;103;71;둔각
33;62;85;예각
107;63;10;둔각
8;80;92;둔각
96;8;76;둔각
142;24;14;둔각
116;8;56;둔각
17;148;15;둔각
42;107;31;둔각
95;9;76;둔각
44;97;39;둔각
78;47;55;예각
33;124;23;둔각
7;121;52;둔각
47;119;14;둔각
8;52;120;둔각
12;32;136;둔각
118;10;52;둔각
3;88;89;예각
29;113;38;둔각
63;20;97;둔각
18;32;130;둔각
78;55;47;예각
15;83;82;예각
1;100;79;둔각
83;44;53;예각
30;114;36;둔각
31;91;58;둔각
108;31;41;둔각
75;58;47;예각
13;30;137;둔각
54;80;46;예각
52;104;24;둔각
28;151;1;둔각
1;163;16;둔각
149;12;19;둔각
60;107;13;둔각
32;60;88;예각
64;54;62;예각
7;72;101;둔각
29;53;98;둔각
97;56;27;둔각
88;49;43;예각
21;33;126;둔각
17;81;82;예각
117;24;39;둔각
22;146;12;둔각
95;66;19;둔각
108;53;19;둔각
99;37;44;둔각
45;19;116;둔각
53;69;58;예각
92;19;69;둔각
162;1;17;둔각
5;44;131;둔각
176;1;3;둔각
51;72;57;예각
21;25;134;둔각
42;136;2;둔각
131;37;12;둔각
13;164;3;둔각
20;11;149;둔각
60;118;2;둔각
24;9;147;둔각
1;27;152;둔각
69;62;49;예각
108;56;16;둔각
3;73;104;둔각
33;13;134;둔각
149;11;20;둔각
85;41;54;예각
36;13;131;둔각
72;58;50;예각
91;56;33;둔각
72;89;19;예각
160;8;12;둔각
66;68;46;예각
75;100;5;둔각
93;44;43;둔각
94;79;7;둔각
161;9;10;둔각
64;20;96;둔각
66;97;17;둔각
99;7;74;둔각
13;155;12;둔각
84;79;17;예각
3;25;152;둔각
51;114;15;둔각
59;104;17;둔각
21;131;28;둔각
71;41;68;예각
120;1;59;둔각
38;85;57;예각
6;130;44;둔각
98;41;41;둔각
37;63;80;예각
38;126;16;둔각
137;11;32;둔각
51;128;1;둔각
153;24;3;둔각
29;30;121;둔각
3;157;20;둔각
5;165;10;둔각
52;37;91;둔각
43;90;47;직각
16;105;59;둔각
105;31;44;둔각
19;27;134;둔각
15;61;104;둔각
36;103;41;둔각
77;58;45;예각
57;16;107;둔각
72;85;23;예각
16;159;5;둔각
13;75;92;둔각
111;64;5;둔각
58;14;108;둔각
87;69;24;예각
83;13;84;예각
27;144;9;둔각
5;104;71;둔각
20;155;5;둔각
60;86;34;예각
96;6;78;둔각
1;41;138;둔각
134;19;27;둔각
46;6;128;둔각
27;145;8;둔각
19;107;54;둔각
66;16;98;둔각
96;3;81;둔각
155;9;16;둔각
95;21;64;둔각
53;55;72;예각
19;101;60;둔각
147;14;19;둔각
86;38;56;예각
21;113;46;둔각
87;47;46;예각
10;87;83;예각
142;10;28;둔각
36;79;65;예각
78;101;1;둔각
49;13;118;둔각
111;66;3;둔각
17;48;115;둔각
155;8;17;둔각
28;105;47;둔각
12;36;132;둔각
85;71;24;예각
76;50;54;예각
106;72;2;둔각
49;124;7;둔각
128;37;15;둔각
10;134;36;둔각
5;13;162;둔각
127;37;16;둔각
90;9;81;직각
33;103;44;둔각
19;131;30;둔각
24;1;155;둔각
67;94;19;둔각
6;126;48;둔각
41;118;21;둔각
73;38;69;예각
11;39;130;둔각
12;146;22;둔각
5;7;168;둔각
22;36;122;둔각
109;11;60;둔각
85;50;45;예각
133;24;23;둔각
64;32;84;예각
168;5;7;둔각
126;20;34;둔각
22;84;74;예각
55;22;103;둔각
53;25;102;둔각
7;148;25;둔각
41;126;13;둔각
18;103;59;둔각
20;63;97;둔각
73;33;74;예각
143;23;14;둔각
10;84;86;예각
147;32;1;둔각
103;32;45;둔각
9;116;55;둔각
110;32;38;둔각
120;43;17;둔각
59;120;1;둔각
44;112;24;둔각
33;67;80;예각
117;25;38;둔각
83;49;48;예각
30;43;107;둔각
22;87;71;예각
74;23;83;예각
21;63;96;둔각
47;41;92;둔각
9;70;101;둔각
126;45;9;둔각
66;48;66;예각
62;13;105;둔각
44;119;17;둔각
40;40;100;둔각
105;23;52;둔각
132;3;45;둔각
67;112;1;둔각
39;57;84;예각
22;49;109;둔각
84;28;68;예각
106;65;9;둔각
110;64;6;둔각
22;8;150;둔각
110;25;45;둔각
10;46;124;둔각
26;98;56;둔각
40;20;120;둔각
104;74;2;둔각
102;38;40;둔각
21;85;74;예각
8;127;45;둔각
105;69;6;둔각
23;82;75;예각
18;26;136;둔각
91;39;50;둔각
104;73;3;둔각
24;143;13;둔각
89;66;25;예각
133;38;9;둔각
67;47;66;예각
45;4;131;둔각
1;35;144;둔각
52;14;114;둔각
109;68;3;둔각
13;134;33;둔각
57;108;15;둔각
47;29;104;둔각
41;10;129;둔각
39;69;72;예각
112;9;59;둔각
69;41;70;예각
98;65;17;둔각
23;49;108;둔각
118;27;35;둔각
77;18;85;예각
10;23;147;둔각
5;61;114;둔각
47;46;87;예각
50;77;53;예각
151;9;20;둔각
45;39;96;둔각
76;92;12;둔각
36;46;98;둔각
71;9;100;둔각
14;34;132;둔각
94;35;51;둔각
85;33;62;예각
78;25;77;예각
58;43;79;예각
97;69;14;둔각
82;89;9;예각
65;37;78;예각
35;80;65;예각
13;131;36;둔각
11;115;54;둔각
53;80;47;예각
18;102;60;둔각
102;66;12;둔각
135;2;43;둔각
54;93;33;둔각
124;42;14;둔각
41;124;15;둔각
111;58;11;둔각
56;22;102;둔각
53;92;35;둔각
10;117;53;둔각
46;73;61;예각
121;21;38;둔각
94;64;22;둔각
128;42;10;둔각
123;45;12;둔각
118;12;50;둔각
151;26;3;둔각
144;35;1;둔각
36;41;103;둔각
71;63;46;예각
24;23;133;둔각
79;36;65;예각
55;57;68;예각
41;58;81;예각
79;88;13;예각
41;17;122;둔각
13;128;39;둔각
38;55;87;예각
3;130;47;둔각
105;33;42;둔각
98;81;1;둔각
17;15;148;둔각
50;110;20;둔각
36;10;134;둔각
43;41;96;둔각
67;22;91;둔각
168;4;8;둔각
1;116;63;둔각
62;94;24;둔각
28;145;7;둔각
32;106;42;둔각
8;96;76;둔각
62;63;55;예각
89;58;33;예각
53;5;122;둔각
70;10;100;둔각
99;46;35;둔각
18;100;62;둔각
33;63;84;예각
6;168;6;둔각
6;82;92;둔각
88;31;61;예각
3;65;112;둔각
1;48;131;둔각
40;53;87;예각
21;24;135;둔각
85;36;59;예각
58;10;112;둔각
1;127;52;둔각
26;89;65;예각
32;33;115;둔각
30;118;32;둔각
40;137;3;둔각
39;114;27;둔각
63;84;33;예각
151;15;14;둔각
70;109;1;둔각
46;37;97;둔각
61;27;92;둔각
109;13;58;둔각
45;102;33;둔각
175;4;1;둔각
123;15;42;둔각
66;38;76;예각
28;136;16;둔각
48;89;43;예각
104;34;42;둔각
1;161;18;둔각
148;8;24;둔각
46;81;53;예각
90;83;7;직각
48;94;38;둔각
63;89;28;예각
50;62;68;예각
99;33;48;둔각
7;138;35;둔각
85;13;82;예각
14;12;154;둔각
6;117;57;둔각
81;69;30;예각
35;34;111;둔각
71;96;13;둔각
83;94;3;둔각
23;35;122;둔각
47;114;19;둔각
51;125;4;둔각
111;57;12;둔각
42;102;36;둔각
66;30;84;예각
58;26;96;둔각
43;40;97;둔각
56;60;64;예각
55;86;39;예각
13;25;142;둔각
62;112;6;둔각
63;60;57;예각
48;48;84;예각
84;62;34;예각
35;22;123;둔각
30;97;53;둔각
76;41;63;예각
1;37;142;둔각
3;78;99;둔각
39;53;88;예각
46;59;75;예각
2;51;127;둔각
6;48;126;둔각
65;105;10;둔각
34;31;115;둔각
85;24;71;예각
50;98;32;둔각
27;148;5;둔각
108;39;33;둔각
77;72;31;예각
16;127;37;둔각
133;27;20;둔각
107;20;53;둔각
30;137;13;둔각
6;80;94;둔각
94;77;9;둔각
100;1;79;둔각
10;16;154;둔각
113;14;53;둔각
67;17;96;둔각
1;94;85;둔각
120;32;28;둔각
63;54;63;예각
22;78;80;예각
71;73;36;예각
46;117;17;둔각
14;43;123;둔각
